#Time: 0.00Ma	 	#Time: 0.00Ma	#Time: 0.00Ma
> x(Km)	-w(m)	h(m)	# -w(m)	h(m)	# -w(m)	h(m)
 144.60	 -0.00	 0.0	 -0.00	 0.0	 -5.73	 -5.7
 144.80	 -0.00	 0.0	 -0.00	 0.0	 -5.91	 -5.9
 145.00	 -0.00	 0.0	 -0.00	 0.0	 -6.09	 -6.1
 145.20	 -0.00	 0.0	 -0.00	 0.0	 -6.26	 -6.3
 145.40	 -0.00	 0.0	 -0.00	 0.0	 -6.43	 -6.4
 145.60	 -0.00	 0.0	 -0.00	 0.0	 -6.59	 -6.6
 145.80	 -0.00	 0.0	 -0.00	 0.0	 -6.75	 -6.8
 146.00	 -0.00	 0.0	 -0.00	 0.0	 -6.91	 -6.9
 146.20	 -0.00	 0.0	 -0.00	 0.0	 -7.07	 -7.1
 146.40	 -0.00	 0.0	 -0.00	 0.0	 -7.22	 -7.2
 146.60	 -0.00	 0.0	 -0.00	 0.0	 -7.37	 -7.4
 146.80	 -0.00	 0.0	 -0.00	 0.0	 -7.51	 -7.5
 147.00	 -0.00	 0.0	 -0.00	 0.0	 -7.65	 -7.7
 147.20	 -0.00	 0.0	 -0.00	 0.0	 -7.79	 -7.8
 147.40	 -0.00	 0.0	 -0.00	 0.0	 -7.93	 -7.9
 147.60	 -0.00	 0.0	 -0.00	 0.0	 -8.06	 -8.1
 147.80	 -0.00	 0.0	 -0.00	 0.0	 -8.19	 -8.2
 148.00	 -0.00	 0.0	 -0.00	 0.0	 -8.32	 -8.3
 148.20	 -0.00	 0.0	 -0.00	 0.0	 -8.44	 -8.4
 148.40	 -0.00	 0.0	 -0.00	 0.0	 -8.56	 -8.6
 148.60	 -0.00	 0.0	 -0.00	 0.0	 -8.68	 -8.7
 148.80	 -0.00	 0.0	 -0.00	 0.0	 -8.79	 -8.8
 149.00	 -0.00	 0.0	 -0.00	 0.0	 -8.90	 -8.9
 149.20	 -0.00	 0.0	 -0.00	 0.0	 -9.01	 -9.0
 149.40	 -0.00	 0.0	 -0.00	 0.0	 -9.11	 -9.1
 149.60	 -0.00	 0.0	 -0.00	 0.0	 -9.22	 -9.2
 149.80	 -0.00	 0.0	 -0.00	 0.0	 -9.31	 -9.3
 150.00	 -0.00	 0.0	 -0.00	 0.0	 -9.41	 -9.4
 150.20	 -0.00	 0.0	 -0.00	 0.0	 -9.50	 -9.5
 150.40	 -0.00	 0.0	 -0.00	 0.0	 -9.60	 -9.6
 150.60	 -0.00	 0.0	 -0.00	 0.0	 -9.68	 -9.7
 150.80	 -0.00	 0.0	 -0.00	 0.0	 -9.77	 -9.8
 151.00	 -0.00	 0.0	 -0.00	 0.0	 -9.85	 -9.9
 151.20	 -0.00	 0.0	 -0.00	 0.0	 -9.93	 -9.9
 151.40	 -0.00	 0.0	 -0.00	 0.0	 -10.01	 -10.0
 151.60	 -0.00	 0.0	 -0.00	 0.0	 -10.08	 -10.1
 151.80	 -0.00	 0.0	 -0.00	 0.0	 -10.16	 -10.2
 152.00	 -0.00	 0.0	 -0.00	 0.0	 -10.23	 -10.2
 152.20	 -0.00	 0.0	 -0.00	 0.0	 -10.29	 -10.3
 152.40	 -0.00	 0.0	 -0.00	 0.0	 -10.36	 -10.4
 152.60	 -0.00	 0.0	 -0.00	 0.0	 -10.42	 -10.4
 152.80	 -0.00	 0.0	 -0.00	 0.0	 -10.48	 -10.5
 153.00	 -0.00	 0.0	 -0.00	 0.0	 -10.54	 -10.5
 153.20	 -0.00	 0.0	 -0.00	 0.0	 -10.59	 -10.6
 153.40	 -0.00	 0.0	 -0.00	 0.0	 -10.64	 -10.6
 153.60	 -0.00	 0.0	 -0.00	 0.0	 -10.69	 -10.7
 153.80	 -0.00	 0.0	 -0.00	 0.0	 -10.74	 -10.7
 154.00	 -0.00	 0.0	 -0.00	 0.0	 -10.79	 -10.8
 154.20	 -0.00	 0.0	 -0.00	 0.0	 -10.83	 -10.8
 154.40	 -0.00	 0.0	 -0.00	 0.0	 -10.87	 -10.9
 154.60	 -0.00	 0.0	 -0.00	 0.0	 -10.91	 -10.9
 154.80	 -0.00	 0.0	 -0.00	 0.0	 -10.95	 -10.9
 155.00	 -0.00	 0.0	 -0.00	 0.0	 -10.98	 -11.0
 155.20	 -0.00	 0.0	 -0.00	 0.0	 -11.01	 -11.0
 155.40	 -0.00	 0.0	 -0.00	 0.0	 -11.04	 -11.0
 155.60	 -0.00	 0.0	 -0.00	 0.0	 -11.07	 -11.1
 155.80	 -0.00	 0.0	 -0.00	 0.0	 -11.10	 -11.1
 156.00	 -0.00	 0.0	 -0.00	 0.0	 -11.12	 -11.1
 156.20	 -0.00	 0.0	 -0.00	 0.0	 -11.14	 -11.1
 156.40	 -0.00	 0.0	 -0.00	 0.0	 -11.16	 -11.2
 156.60	 -0.00	 0.0	 -0.00	 0.0	 -11.18	 -11.2
 156.80	 -0.00	 0.0	 -0.00	 0.0	 -11.19	 -11.2
 157.00	 -0.00	 0.0	 -0.00	 0.0	 -11.21	 -11.2
 157.20	 -0.00	 0.0	 -0.00	 0.0	 -11.22	 -11.2
 157.40	 -0.00	 0.0	 -0.00	 0.0	 -11.23	 -11.2
 157.60	 -0.00	 0.0	 -0.00	 0.0	 -11.24	 -11.2
 157.80	 -0.00	 0.0	 -0.00	 0.0	 -11.24	 -11.2
 158.00	 -0.00	 0.0	 -0.00	 0.0	 -11.25	 -11.2
 158.20	 -0.00	 0.0	 -0.00	 0.0	 -11.25	 -11.2
 158.40	 -0.00	 0.0	 -0.00	 0.0	 -11.25	 -11.2
 158.60	 -0.00	 0.0	 -0.00	 0.0	 -11.25	 -11.2
 158.80	 -0.00	 0.0	 -0.00	 0.0	 -11.24	 -11.2
 159.00	 -0.00	 0.0	 -0.00	 0.0	 -11.24	 -11.2
 159.20	 -0.00	 0.0	 -0.00	 0.0	 -11.23	 -11.2
 159.40	 -0.00	 0.0	 -0.00	 0.0	 -11.22	 -11.2
 159.60	 -0.00	 0.0	 -0.00	 0.0	 -11.21	 -11.2
 159.80	 -0.00	 0.0	 -0.00	 0.0	 -11.20	 -11.2
 160.00	 -0.00	 0.0	 -0.00	 0.0	 -11.19	 -11.2
 160.20	 -0.00	 0.0	 -0.00	 0.0	 -11.17	 -11.2
 160.40	 -0.00	 0.0	 -0.00	 0.0	 -11.16	 -11.2
 160.60	 -0.00	 0.0	 -0.00	 0.0	 -11.14	 -11.1
 160.80	 -0.00	 0.0	 -0.00	 0.0	 -11.12	 -11.1
 161.00	 -0.00	 0.0	 -0.00	 0.0	 -11.10	 -11.1
 161.20	 -0.00	 0.0	 -0.00	 0.0	 -11.08	 -11.1
 161.40	 -0.00	 0.0	 -0.00	 0.0	 -11.05	 -11.1
 161.60	 -0.00	 0.0	 -0.00	 0.0	 -11.03	 -11.0
 161.80	 -0.00	 0.0	 -0.00	 0.0	 -11.00	 -11.0
 162.00	 -0.00	 0.0	 -0.00	 0.0	 -10.97	 -11.0
 162.20	 -0.00	 0.0	 -0.00	 0.0	 -10.94	 -10.9
 162.40	 -0.00	 0.0	 -0.00	 0.0	 -10.91	 -10.9
 162.60	 -0.00	 0.0	 -0.00	 0.0	 -10.88	 -10.9
 162.80	 -0.00	 0.0	 -0.00	 0.0	 -10.85	 -10.8
 163.00	 -0.00	 0.0	 -0.00	 0.0	 -10.81	 -10.8
 163.20	 -0.00	 0.0	 -0.00	 0.0	 -10.78	 -10.8
 163.40	 -0.00	 0.0	 -0.00	 0.0	 -10.74	 -10.7
 163.60	 -0.00	 0.0	 -0.00	 0.0	 -10.70	 -10.7
 163.80	 -0.00	 0.0	 -0.00	 0.0	 -10.66	 -10.7
 164.00	 -0.00	 0.0	 -0.00	 0.0	 -10.62	 -10.6
 164.20	 -0.00	 0.0	 -0.00	 0.0	 -10.58	 -10.6
 164.40	 -0.00	 0.0	 -0.00	 0.0	 -10.53	 -10.5
 164.60	 -0.00	 0.0	 -0.00	 0.0	 -10.49	 -10.5
 164.80	 -0.00	 0.0	 -0.00	 0.0	 -10.44	 -10.4
 165.00	 -0.00	 0.0	 -0.00	 0.0	 -10.39	 -10.4
 165.20	 -0.00	 0.0	 -0.00	 0.0	 -10.35	 -10.3
 165.40	 -0.00	 0.0	 -0.00	 0.0	 -10.30	 -10.3
 165.60	 -0.00	 0.0	 -0.00	 0.0	 -10.25	 -10.2
 165.80	 -0.00	 0.0	 -0.00	 0.0	 -10.20	 -10.2
 166.00	 -0.00	 0.0	 -0.00	 0.0	 -10.14	 -10.1
 166.20	 -0.00	 0.0	 -0.00	 0.0	 -10.09	 -10.1
 166.40	 -0.00	 0.0	 -0.00	 0.0	 -10.04	 -10.0
 166.60	 -0.00	 0.0	 -0.00	 0.0	 -9.98	 -10.0
 166.80	 -0.00	 0.0	 -0.00	 0.0	 -9.93	 -9.9
 167.00	 -0.00	 0.0	 -0.00	 0.0	 -9.87	 -9.9
 167.20	 -0.00	 0.0	 -0.00	 0.0	 -9.81	 -9.8
 167.40	 -0.00	 0.0	 -0.00	 0.0	 -9.75	 -9.8
 167.60	 -0.00	 0.0	 -0.00	 0.0	 -9.69	 -9.7
 167.80	 -0.00	 0.0	 -0.00	 0.0	 -9.63	 -9.6
 168.00	 -0.00	 0.0	 -0.00	 0.0	 -9.57	 -9.6
 168.20	 -0.00	 0.0	 -0.00	 0.0	 -9.51	 -9.5
 168.40	 -0.00	 0.0	 -0.00	 0.0	 -9.45	 -9.4
 168.60	 -0.00	 0.0	 -0.00	 0.0	 -9.38	 -9.4
 168.80	 -0.00	 0.0	 -0.00	 0.0	 -9.32	 -9.3
 169.00	 -0.00	 0.0	 -0.00	 0.0	 -9.25	 -9.3
 169.20	 -0.00	 0.0	 -0.00	 0.0	 -9.19	 -9.2
 169.40	 -0.00	 0.0	 -0.00	 0.0	 -9.12	 -9.1
 169.60	 -0.00	 0.0	 -0.00	 0.0	 -9.05	 -9.1
 169.80	 -0.00	 0.0	 -0.00	 0.0	 -8.99	 -9.0
 170.00	 -0.00	 0.0	 -0.00	 0.0	 -8.92	 -8.9
 170.20	 -0.00	 0.0	 -0.00	 0.0	 -8.85	 -8.8
 170.40	 -0.00	 0.0	 -0.00	 0.0	 -8.78	 -8.8
 170.60	 -0.00	 0.0	 -0.00	 0.0	 -8.71	 -8.7
 170.80	 -0.00	 0.0	 -0.00	 0.0	 -8.64	 -8.6
 171.00	 -0.00	 0.0	 -0.00	 0.0	 -8.56	 -8.6
 171.20	 -0.00	 0.0	 -0.00	 0.0	 -8.49	 -8.5
 171.40	 -0.00	 0.0	 -0.00	 0.0	 -8.42	 -8.4
 171.60	 -0.00	 0.0	 -0.00	 0.0	 -8.35	 -8.3
 171.80	 -0.00	 0.0	 -0.00	 0.0	 -8.27	 -8.3
 172.00	 -0.00	 0.0	 -0.00	 0.0	 -8.20	 -8.2
 172.20	 -0.00	 0.0	 -0.00	 0.0	 -8.12	 -8.1
 172.40	 -0.00	 0.0	 -0.00	 0.0	 -8.05	 -8.0
 172.60	 -0.00	 0.0	 -0.00	 0.0	 -7.97	 -8.0
 172.80	 -0.00	 0.0	 -0.00	 0.0	 -7.90	 -7.9
 173.00	 -0.00	 0.0	 -0.00	 0.0	 -7.82	 -7.8
 173.20	 -0.00	 0.0	 -0.00	 0.0	 -7.75	 -7.7
 173.40	 -0.00	 0.0	 -0.00	 0.0	 -7.67	 -7.7
 173.60	 -0.00	 0.0	 -0.00	 0.0	 -7.59	 -7.6
 173.80	 -0.00	 0.0	 -0.00	 0.0	 -7.51	 -7.5
 174.00	 -0.00	 0.0	 -0.00	 0.0	 -7.44	 -7.4
 174.20	 -0.00	 0.0	 -0.00	 0.0	 -7.36	 -7.4
 174.40	 -0.00	 0.0	 -0.00	 0.0	 -7.28	 -7.3
 174.60	 -0.00	 0.0	 -0.00	 0.0	 -7.20	 -7.2
 174.80	 -0.00	 0.0	 -0.00	 0.0	 -7.12	 -7.1
 175.00	 -0.00	 0.0	 -0.00	 0.0	 -7.04	 -7.0
 175.20	 -0.00	 0.0	 -0.00	 0.0	 -6.96	 -7.0
 175.40	 -0.00	 0.0	 -0.00	 0.0	 -6.88	 -6.9
 175.60	 -0.00	 0.0	 -0.00	 0.0	 -6.80	 -6.8
 175.80	 -0.00	 0.0	 -0.00	 0.0	 -6.72	 -6.7
 176.00	 -0.00	 0.0	 -0.00	 0.0	 -6.64	 -6.6
 176.20	 -0.00	 0.0	 -0.00	 0.0	 -6.56	 -6.6
 176.40	 -0.00	 0.0	 -0.00	 0.0	 -6.48	 -6.5
 176.60	 -0.00	 0.0	 -0.00	 0.0	 -6.40	 -6.4
 176.80	 -0.00	 0.0	 -0.00	 0.0	 -6.32	 -6.3
 177.00	 -0.00	 0.0	 -0.00	 0.0	 -6.24	 -6.2
 177.20	 -0.00	 0.0	 -0.00	 0.0	 -6.16	 -6.2
 177.40	 -0.00	 0.0	 -0.00	 0.0	 -6.08	 -6.1
 177.60	 -0.00	 0.0	 -0.00	 0.0	 -6.00	 -6.0
 177.80	 -0.00	 0.0	 -0.00	 0.0	 -5.92	 -5.9
 178.00	 -0.00	 0.0	 -0.00	 0.0	 -5.83	 -5.8
 178.20	 -0.00	 0.0	 -0.00	 0.0	 -5.75	 -5.8
 178.40	 -0.00	 0.0	 -0.00	 0.0	 -5.67	 -5.7
 178.60	 -0.00	 0.0	 -0.00	 0.0	 -5.59	 -5.6
 178.80	 -0.00	 0.0	 -0.00	 0.0	 -5.51	 -5.5
 179.00	 -0.00	 0.0	 -0.00	 0.0	 -5.43	 -5.4
 179.20	 -0.00	 0.0	 -0.00	 0.0	 -5.35	 -5.3
 179.40	 -0.00	 0.0	 -0.00	 0.0	 -5.27	 -5.3
 179.60	 -0.00	 0.0	 -0.00	 0.0	 -5.19	 -5.2
 179.80	 -0.00	 0.0	 -0.00	 0.0	 -5.11	 -5.1
 180.00	 -0.00	 0.0	 -0.00	 0.0	 -5.03	 -5.0
 180.20	 -0.00	 0.0	 -0.00	 0.0	 -4.95	 -4.9
 180.40	 -0.00	 0.0	 -0.00	 0.0	 -4.87	 -4.9
 180.60	 -0.00	 0.0	 -0.00	 0.0	 -4.79	 -4.8
 180.80	 -0.00	 0.0	 -0.00	 0.0	 -4.71	 -4.7
 181.00	 -0.00	 0.0	 -0.00	 0.0	 -4.63	 -4.6
 181.20	 -0.00	 0.0	 -0.00	 0.0	 -4.55	 -4.5
 181.40	 -0.00	 0.0	 -0.00	 0.0	 -4.47	 -4.5
 181.60	 -0.00	 0.0	 -0.00	 0.0	 -4.39	 -4.4
 181.80	 -0.00	 0.0	 -0.00	 0.0	 -4.31	 -4.3
 182.00	 -0.00	 0.0	 -0.00	 0.0	 -4.23	 -4.2
 182.20	 -0.00	 0.0	 -0.00	 0.0	 -4.16	 -4.2
 182.40	 -0.00	 0.0	 -0.00	 0.0	 -4.08	 -4.1
 182.60	 -0.00	 0.0	 -0.00	 0.0	 -4.00	 -4.0
 182.80	 -0.00	 0.0	 -0.00	 0.0	 -3.92	 -3.9
 183.00	 -0.00	 0.0	 -0.00	 0.0	 -3.85	 -3.8
 183.20	 -0.00	 0.0	 -0.00	 0.0	 -3.77	 -3.8
 183.40	 -0.00	 0.0	 -0.00	 0.0	 -3.70	 -3.7
 183.60	 -0.00	 0.0	 -0.00	 0.0	 -3.62	 -3.6
 183.80	 -0.00	 0.0	 -0.00	 0.0	 -3.54	 -3.5
 184.00	 -0.00	 0.0	 -0.00	 0.0	 -3.47	 -3.5
 184.20	 -0.00	 0.0	 -0.00	 0.0	 -3.40	 -3.4
 184.40	 -0.00	 0.0	 -0.00	 0.0	 -3.32	 -3.3
 184.60	 -0.00	 0.0	 -0.00	 0.0	 -3.25	 -3.2
 184.80	 -0.00	 0.0	 -0.00	 0.0	 -3.18	 -3.2
 185.00	 -0.00	 0.0	 -0.00	 0.0	 -3.10	 -3.1
 185.20	 -0.00	 0.0	 -0.00	 0.0	 -3.03	 -3.0
 185.40	 -0.00	 0.0	 -0.00	 0.0	 -2.96	 -3.0
 185.60	 -0.00	 0.0	 -0.00	 0.0	 -2.89	 -2.9
 185.80	 -0.00	 0.0	 -0.00	 0.0	 -2.82	 -2.8
 186.00	 -0.00	 0.0	 -0.00	 0.0	 -2.75	 -2.7
 186.20	 -0.00	 0.0	 -0.00	 0.0	 -2.68	 -2.7
 186.40	 -0.00	 0.0	 -0.00	 0.0	 -2.61	 -2.6
 186.60	 -0.00	 0.0	 -0.00	 0.0	 -2.54	 -2.5
 186.80	 -0.00	 0.0	 -0.00	 0.0	 -2.48	 -2.5
 187.00	 -0.00	 0.0	 -0.00	 0.0	 -2.41	 -2.4
 187.20	 -0.00	 0.0	 -0.00	 0.0	 -2.34	 -2.3
 187.40	 -0.00	 0.0	 -0.00	 0.0	 -2.28	 -2.3
 187.60	 -0.00	 0.0	 -0.00	 0.0	 -2.21	 -2.2
 187.80	 -0.00	 0.0	 -0.00	 0.0	 -2.15	 -2.1
 188.00	 -0.00	 0.0	 -0.00	 0.0	 -2.08	 -2.1
 188.20	 -0.00	 0.0	 -0.00	 0.0	 -2.02	 -2.0
 188.40	 -0.00	 0.0	 -0.00	 0.0	 -1.96	 -2.0
 188.60	 -0.00	 0.0	 -0.00	 0.0	 -1.90	 -1.9
 188.80	 -0.00	 0.0	 -0.00	 0.0	 -1.84	 -1.8
 189.00	 -0.00	 0.0	 -0.00	 0.0	 -1.78	 -1.8
 189.20	 -0.00	 0.0	 -0.00	 0.0	 -1.72	 -1.7
 189.40	 -0.00	 0.0	 -0.00	 0.0	 -1.66	 -1.7
 189.60	 -0.00	 0.0	 -0.00	 0.0	 -1.60	 -1.6
 189.80	 -0.00	 0.0	 -0.00	 0.0	 -1.54	 -1.5
 190.00	 -0.00	 0.0	 -0.00	 0.0	 -1.49	 -1.5
 190.20	 -0.00	 0.0	 -0.00	 0.0	 -1.43	 -1.4
 190.40	 -0.00	 0.0	 -0.00	 0.0	 -1.38	 -1.4
 190.60	 -0.00	 0.0	 -0.00	 0.0	 -1.33	 -1.3
 190.80	 -0.00	 0.0	 -0.00	 0.0	 -1.27	 -1.3
 191.00	 -0.00	 0.0	 -0.00	 0.0	 -1.22	 -1.2
 191.20	 -0.00	 0.0	 -0.00	 0.0	 -1.17	 -1.2
 191.40	 -0.00	 0.0	 -0.00	 0.0	 -1.12	 -1.1
 191.60	 -0.00	 0.0	 -0.00	 0.0	 -1.07	 -1.1
 191.80	 -0.00	 0.0	 -0.00	 0.0	 -1.02	 -1.0
 192.00	 -0.00	 0.0	 -0.00	 0.0	 -0.98	 -1.0
 192.20	 -0.00	 0.0	 -0.00	 0.0	 -0.93	 -0.9
 192.40	 -0.00	 0.0	 -0.00	 0.0	 -0.88	 -0.9
 192.60	 -0.00	 0.0	 -0.00	 0.0	 -0.84	 -0.8
 192.80	 -0.00	 0.0	 -0.00	 0.0	 -0.80	 -0.8
 193.00	 -0.00	 0.0	 -0.00	 0.0	 -0.75	 -0.8
 193.20	 -0.00	 0.0	 -0.00	 0.0	 -0.71	 -0.7
 193.40	 -0.00	 0.0	 -0.00	 0.0	 -0.67	 -0.7
 193.60	 -0.00	 0.0	 -0.00	 0.0	 -0.63	 -0.6
 193.80	 -0.00	 0.0	 -0.00	 0.0	 -0.59	 -0.6
 194.00	 -0.00	 0.0	 -0.00	 0.0	 -0.56	 -0.6
 194.20	 -0.00	 0.0	 -0.00	 0.0	 -0.52	 -0.5
 194.40	 -0.00	 0.0	 -0.00	 0.0	 -0.49	 -0.5
 194.60	 -0.00	 0.0	 -0.00	 0.0	 -0.45	 -0.5
 194.80	 -0.00	 0.0	 -0.00	 0.0	 -0.42	 -0.4
 195.00	 -0.00	 0.0	 -0.00	 0.0	 -0.39	 -0.4
 195.20	 -0.00	 0.0	 -0.00	 0.0	 -0.36	 -0.4
 195.40	 -0.00	 0.0	 -0.00	 0.0	 -0.33	 -0.3
 195.60	 -0.00	 0.0	 -0.00	 0.0	 -0.30	 -0.3
 195.80	 -0.00	 0.0	 -0.00	 0.0	 -0.27	 -0.3
 196.00	 -0.00	 0.0	 -0.00	 0.0	 -0.25	 -0.2
 196.20	 -0.00	 0.0	 -0.00	 0.0	 -0.22	 -0.2
 196.40	 -0.00	 0.0	 -0.00	 0.0	 -0.20	 -0.2
 196.60	 -0.00	 0.0	 -0.00	 0.0	 -0.18	 -0.2
 196.80	 -0.00	 0.0	 -0.00	 0.0	 -0.16	 -0.2
 197.00	 -0.00	 0.0	 -0.00	 0.0	 -0.14	 -0.1
 197.20	 -0.00	 0.0	 -0.00	 0.0	 -0.12	 -0.1
 197.40	 -0.00	 0.0	 -0.00	 0.0	 -0.10	 -0.1
 197.60	 -0.00	 0.0	 -0.00	 0.0	 -0.08	 -0.0
 197.80	 -0.00	 0.0	 -0.00	 0.0	 -0.07	 -0.0
 198.00	 -0.00	 0.0	 -0.00	 0.0	 -0.06	 -0.0
 198.20	 -0.00	 0.0	 -0.00	 0.0	 -0.05	 -0.0
 198.40	 -0.00	 0.0	 -0.00	 0.0	 -0.03	 -0.0
 198.60	 -0.00	 0.0	 -0.00	 0.0	 -0.03	 -0.0
 198.80	 -0.00	 0.0	 -0.00	 0.0	 -0.02	 -0.0
 199.00	 -0.00	 0.0	 -0.00	 0.0	 -0.01	 -0.0
 199.20	 -0.00	 0.0	 -0.00	 0.0	 -0.00	 -0.0
 199.40	 -0.00	 0.0	 -0.00	 0.0	 -0.00	 -0.0
 199.60	 -0.00	 0.0	 -0.00	 0.0	 -0.00	 -0.0
 199.80	 -0.00	 0.0	 -0.00	 0.0	 -0.00	 -0.0
 200.00	 -0.00	 0.0	 -0.00	 0.0	 -0.00	 -0.0
